link_id,src_account_id,dst_account_id,amount,transfer_timestamp
136,7675,4746,158.72,2024-03-30 03:59:00
137,12281,12143,325.72,2024-01-17 05:15:00
138,23201,5701,479.0,2024-03-17 19:25:00
139,14401,21414,28.0,2024-01-22 23:21:00
140,15848,9088,65.01,2024-01-23 00:13:00
141,8037,17808,79.56,2024-02-13 05:36:00
142,17263,5234,1452.13,2024-01-15 22:24:00
143,21734,23985,13.23,2024-03-21 13:02:00
144,6023,14414,23.27,2024-01-19 13:57:00
145,16277,23483,172.63,2024-01-05 08:19:00
146,14971,6597,369.61,2024-01-12 22:03:00
147,4504,18450,228.9,2024-02-19 13:27:00
148,3560,24822,397.34,2024-02-05 19:04:00
149,2030,2045,49.75,2024-03-15 21:56:00
150,16068,7352,685.2,2024-02-05 19:40:00
151,2895,21920,101.68,2024-01-12 01:26:00
152,9216,5503,29.74,2024-03-12 23:21:00
153,17142,15940,1325.59,2024-02-17 23:49:00
154,6532,21573,80.52,2024-02-12 14:09:00
155,12395,3805,267.98,2024-01-28 16:04:00
156,13589,201,24.4,2024-02-15 20:42:00
157,10365,1209,759.6,2024-02-03 20:53:00
158,18229,542,542.43,2024-02-15 04:01:00
159,12687,17621,132.71,2024-03-16 04:03:00
160,4172,16242,23.63,2024-01-12 23:41:00
161,12123,5624,42.83,2024-03-09 05:29:00
162,2123,2533,67.43,2024-02-02 00:08:00
163,4586,10982,184.37,2024-02-04 03:31:00
164,18038,16219,8.32,2024-03-16 11:15:00
165,18249,5681,287.32,2024-02-19 18:26:00
166,2174,665,15.81,2024-03-01 23:38:00
167,2550,18031,15.02,2024-01-29 16:36:00
168,6866,8216,152.97,2024-01-15 15:51:00
169,18405,4543,47.73,2024-01-11 03:25:00
170,12123,21821,4.87,2024-02-09 21:49:00
171,6597,17295,60.24,2024-02-06 00:06:00
172,9211,13482,188.77,2024-01-12 10:47:00
173,272,12162,147.34,2024-03-21 01:32:00
174,1243,16893,280.02,2024-01-01 18:48:00
175,15330,9490,2813.53,2024-01-25 10:44:00
176,18919,5565,26.79,2024-01-19 14:05:00
177,5645,12338,1412.32,2024-02-10 15:09:00
178,11718,7494,2033.95,2024-01-02 16:28:00
179,17394,21069,102.74,2024-01-17 11:57:00
180,11181,18884,170.73,2024-01-09 01:54:00
181,21031,6913,387.84,2024-02-20 01:29:00
182,20823,12248,98.28,2024-02-25 16:45:00
183,10218,1840,4.17,2024-01-20 05:53:00
184,6558,6208,364.04,2024-03-25 20:14:00
185,2026,6218,1318.04,2024-01-31 00:12:00
186,3457,9998,995.81,2024-03-22 08:38:00
187,13298,18763,228.52,2024-01-28 15:00:00
188,17592,803,70.44,2024-03-03 23:38:00
189,23753,17911,96.26,2024-02-29 21:59:00
190,4196,17340,392.39,2024-03-16 07:31:00
191,2781,20925,169.37,2024-03-27 13:22:00
192,10394,23650,742.64,2024-03-04 14:03:00
193,17289,12485,22.05,2024-03-17 12:20:00
194,12874,9448,204.03,2024-01-31 06:58:00
195,8891,16295,419.14,2024-03-01 14:24:00
196,2880,20646,19.25,2024-01-02 06:39:00
197,8445,16688,54.83,2024-01-19 07:27:00
198,9720,3833,1826.56,2024-03-09 06:28:00
199,7648,1786,31.39,2024-02-09 14:49:00
200,915,17954,1642.1,2024-03-21 20:00:00
201,13589,8831,208.83,2024-01-24 05:23:00
202,6972,1292,75.48,2024-03-07 13:48:00
203,14500,11228,139.11,2024-01-22 14:05:00
204,19836,16678,479.41,2024-01-06 12:58:00
205,13738,6089,139.66,2024-01-30 07:32:00
206,20031,4406,1192.62,2024-02-22 07:34:00
207,1458,2119,374.18,2024-01-30 03:44:00
208,22599,13867,25.4,2024-03-16 09:20:00
209,15924,10025,29.65,2024-03-20 00:49:00
210,13521,9252,363.83,2024-01-19 17:16:00
211,9897,17843,219.55,2024-02-17 04:49:00
212,4220,4225,1324.59,2024-02-23 11:30:00
213,24172,10394,475.96,2024-02-03 06:43:00
214,9729,13876,37.1,2024-02-02 13:30:00
215,5846,14757,434.55,2024-01-18 15:04:00
216,7802,11000,227.32,2024-01-30 19:31:00
217,21398,1157,13.02,2024-01-13 19:38:00
218,15425,12179,384.07,2024-01-18 21:03:00
219,18384,16652,397.2,2024-01-04 13:01:00
220,9303,2789,21.38,2024-01-12 01:49:00
221,17118,23289,37.92,2024-01-06 11:55:00
222,18632,7403,135.39,2024-03-24 21:52:00
223,9911,6244,1191.16,2024-02-08 21:04:00
224,20385,14268,165.89,2024-02-14 12:07:00
225,12742,5443,388.8,2024-02-13 16:40:00
226,21597,623,2577.57,2024-03-26 22:08:00
227,16416,2550,86.19,2024-03-23 20:37:00
228,7196,21965,53.22,2024-01-01 17:16:00
229,10734,5414,790.68,2024-01-14 12:46:00
230,18625,21209,264.12,2024-02-14 03:59:00
231,21502,13738,84.87,2024-01-08 02:29:00
232,19397,10124,342.06,2024-02-16 19:53:00
233,17866,14981,441.44,2024-03-19 00:22:00
234,15081,10775,326.56,2024-03-18 00:17:00
235,4921,5199,801.92,2024-03-05 07:30:00
236,5335,8184,702.89,2024-02-09 00:25:00
237,14348,2599,194.14,2024-03-10 09:55:00
238,1533,13989,63.64,2024-02-29 05:58:00
239,1024,16791,2524.67,2024-03-26 03:33:00
240,5119,13167,2153.17,2024-03-18 03:39:00
241,5351,21599,16.8,2024-03-07 07:45:00
242,18219,2672,113.91,2024-02-04 17:14:00
243,20814,14890,986.86,2024-02-06 00:06:00
244,8848,13574,50.94,2024-02-07 01:17:00
245,20788,7132,408.4,2024-01-06 20:35:00
246,11587,2123,21.5,2024-03-22 13:59:00
247,8702,14422,52.94,2024-01-28 02:51:00
248,2639,13337,63.26,2024-03-14 08:22:00
249,566,4563,189.8,2024-02-27 11:23:00
250,18844,15356,401.61,2024-01-15 07:45:00
251,18788,10411,490.92,2024-01-17 13:59:00
252,14046,19954,149.83,2024-01-02 08:38:00
253,18291,18038,252.93,2024-03-13 16:58:00
254,5565,15572,3.03,2024-03-12 17:53:00
255,1752,8817,422.35,2024-03-16 06:56:00
256,17715,24396,249.07,2024-03-27 06:51:00
257,21458,14342,166.58,2024-01-17 17:04:00
258,6518,17590,160.56,2024-01-31 01:51:00
259,764,8232,297.64,2024-01-10 13:25:00
260,11895,8744,190.2,2024-02-06 14:21:00
261,10531,704,102.97,2024-01-04 20:17:00
262,3231,19928,435.75,2024-01-24 15:31:00
263,24153,18007,190.68,2024-01-26 15:05:00
264,10148,17641,54.54,2024-02-07 12:33:00
265,5813,11631,1097.91,2024-01-21 00:01:00
266,11470,12336,19.96,2024-03-10 13:18:00
267,17466,1148,1017.66,2024-03-29 12:16:00
268,1869,213,15.85,2024-03-21 13:09:00
269,22612,15735,46.32,2024-03-14 16:18:00
270,18231,11238,77.01,2024-01-31 01:15:00
271,20674,23227,189.15,2024-01-21 02:33:00
272,9216,2486,162.51,2024-02-14 19:05:00
273,21133,8319,138.81,2024-03-09 14:49:00
274,10397,17826,135.18,2024-01-12 01:51:00
275,12378,23795,41.13,2024-02-02 16:01:00
276,4506,19477,99.56,2024-02-08 05:43:00
277,12358,13672,218.02,2024-01-16 15:13:00
278,3563,21777,15.25,2024-02-07 19:08:00
279,11715,4806,99.11,2024-01-04 10:29:00
280,4465,13084,64.39,2024-01-22 16:41:00
281,21778,7669,13.89,2024-03-08 01:16:00
282,22333,22057,28.92,2024-02-26 17:26:00
283,2030,9086,278.79,2024-01-26 05:42:00
284,12294,18807,63.4,2024-02-04 14:09:00
285,13808,2640,670.63,2024-01-03 09:46:00
286,17530,21362,524.52,2024-01-06 15:21:00
287,18450,18590,287.16,2024-03-26 02:49:00
288,8194,13213,434.97,2024-01-27 02:41:00
289,15944,8953,774.84,2024-01-01 19:00:00
290,9271,5350,369.59,2024-02-28 08:18:00
291,10169,13822,245.3,2024-03-12 02:46:00
292,23885,2631,29.0,2024-01-23 14:00:00
293,8239,11707,124.48,2024-03-15 09:36:00
294,6804,23836,351.52,2024-01-08 23:35:00
295,10523,21253,12.98,2024-02-02 15:48:00
296,500,22301,164.29,2024-01-16 01:50:00
297,15419,1106,132.7,2024-02-26 23:59:00
298,608,23522,325.52,2024-02-11 21:30:00
299,12234,9094,81.88,2024-02-15 18:24:00
300,3805,13499,495.77,2024-02-29 18:58:00
301,11169,1790,117.32,2024-03-21 19:50:00
302,17023,1535,21.37,2024-02-24 00:22:00
303,22410,4803,34.77,2024-03-23 14:31:00
304,5945,13860,754.03,2024-02-27 22:03:00
305,21085,18476,5.78,2024-02-04 15:47:00
306,17108,395,836.56,2024-03-12 02:13:00
307,23131,24901,455.66,2024-02-19 00:22:00
308,8827,3829,112.21,2024-03-11 17:25:00
309,7815,423,63.58,2024-02-26 15:41:00
310,5147,22481,9.3,2024-03-24 09:58:00
311,23083,5219,975.03,2024-03-23 12:44:00
312,8885,8758,59.39,2024-02-27 02:04:00
313,13870,19648,87.3,2024-03-20 15:09:00
314,3805,6699,60.58,2024-01-28 06:16:00
315,22628,4329,307.35,2024-01-27 11:12:00
316,9926,13018,11.98,2024-01-02 05:58:00
317,5290,7400,23.99,2024-03-14 23:51:00
318,9551,367,61.5,2024-03-08 12:28:00
319,691,14853,694.78,2024-03-21 22:12:00
320,3936,13160,41.07,2024-03-14 03:01:00
321,13455,963,2907.6,2024-03-26 04:57:00
322,15426,9,42.77,2024-03-23 11:59:00
323,16744,16302,695.5,2024-02-04 20:00:00
324,3375,9484,67.12,2024-01-23 01:01:00
325,5351,11446,44.72,2024-03-18 22:03:00
326,21549,18910,19.26,2024-02-11 17:35:00
327,1353,18038,319.9,2024-03-04 18:57:00
328,15991,20608,1243.35,2024-03-30 12:00:00
329,16705,18774,154.11,2024-02-10 14:58:00
330,4336,17128,146.86,2024-02-10 02:12:00
331,8790,11923,119.58,2024-03-14 04:23:00
332,2528,9985,475.65,2024-01-18 22:35:00
333,49,23487,531.02,2024-02-21 05:58:00
334,2031,24892,70.94,2024-02-24 17:04:00
335,7698,7507,215.33,2024-01-27 21:14:00
336,22847,14503,336.23,2024-01-10 23:04:00
337,13540,24703,65.35,2024-03-16 06:14:00
338,10277,13551,589.48,2024-03-18 09:59:00
339,14914,24788,173.46,2024-01-08 09:00:00
340,7814,18076,122.45,2024-01-03 13:34:00
341,15913,6362,2237.15,2024-02-10 00:00:00
342,17041,133,192.69,2024-02-19 13:13:00
343,24223,16513,72.73,2024-02-10 08:16:00
344,24481,20823,31.02,2024-01-19 12:46:00
345,17683,6343,18.94,2024-02-01 21:50:00
346,7638,3553,1682.4,2024-01-13 15:07:00
347,725,19166,42.72,2024-03-09 04:58:00
348,17934,6714,189.13,2024-02-22 10:08:00
349,14273,2174,50.4,2024-01-07 07:23:00
350,5773,3694,19.17,2024-03-01 05:47:00
351,12298,22543,450.41,2024-01-26 11:46:00
352,23429,20492,204.51,2024-01-24 01:17:00
353,15467,3174,120.55,2024-01-18 12:55:00
354,13890,16099,99.7,2024-03-21 06:39:00
355,13071,23522,196.78,2024-02-25 03:57:00
356,6390,17987,379.06,2024-03-04 21:48:00
357,2200,11735,151.1,2024-02-23 13:45:00
358,13860,20189,605.23,2024-01-11 16:48:00
359,11105,10375,58.7,2024-02-03 14:46:00
360,24790,13876,132.23,2024-01-28 05:25:00
361,2650,2753,42.54,2024-01-02 23:04:00
362,13860,23143,120.7,2024-02-16 19:47:00
363,18966,4037,75.19,2024-01-07 09:26:00
364,10790,18874,139.35,2024-03-20 06:13:00
365,13226,6964,63.17,2024-03-09 16:33:00
366,985,1039,42.21,2024-03-18 05:37:00
367,66,19243,364.27,2024-01-08 12:27:00
368,4912,12334,27.27,2024-02-13 20:33:00
369,17302,22070,230.04,2024-01-19 12:16:00
370,903,5565,189.64,2024-03-02 10:15:00
371,6780,1021,429.83,2024-02-24 00:37:00
372,10340,19467,179.56,2024-02-11 12:13:00
373,15502,4391,229.01,2024-02-10 16:15:00
374,275,19583,413.43,2024-02-03 05:33:00
375,17232,3717,163.25,2024-01-20 02:54:00
376,22700,672,25.75,2024-02-25 20:32:00
377,13902,10679,80.38,2024-02-08 12:57:00
378,15272,13482,38.47,2024-02-24 22:52:00
379,3231,3896,26.32,2024-02-03 00:58:00
380,20327,3342,201.14,2024-03-06 20:22:00
381,16445,259,288.64,2024-03-16 05:09:00
382,6013,10694,85.85,2024-03-15 02:09:00
383,645,315,159.42,2024-02-07 10:10:00
384,3101,4041,96.62,2024-03-03 12:34:00
385,22333,15442,67.17,2024-03-22 17:59:00
386,14545,16722,100.2,2024-03-04 22:18:00
387,20007,20140,958.63,2024-02-20 04:19:00
388,11256,7264,458.0,2024-01-21 14:25:00
389,1241,13738,318.51,2024-03-29 09:14:00
390,20285,4943,300.05,2024-01-16 03:08:00
391,10865,5198,12.62,2024-01-03 21:54:00
392,19336,17004,282.94,2024-02-02 10:48:00
393,20844,11074,2261.03,2024-03-02 14:20:00
394,13811,20340,217.67,2024-03-07 22:59:00
395,4763,12925,19.39,2024-01-10 00:47:00
396,7533,6474,1234.61,2024-03-14 17:57:00
397,10111,22214,76.13,2024-02-27 18:19:00
398,23437,13867,105.57,2024-02-13 16:07:00
399,18588,20973,22.01,2024-01-16 06:02:00
400,8338,23540,52.77,2024-03-16 21:00:00
401,2920,1819,915.95,2024-03-01 20:50:00
402,22020,12952,293.69,2024-02-04 17:28:00
403,5219,3651,302.96,2024-02-05 01:08:00
404,10882,1099,839.43,2024-03-16 07:46:00
405,1144,4361,91.31,2024-03-14 09:54:00
406,9932,19242,121.09,2024-01-13 16:47:00
407,3500,6456,177.98,2024-02-17 02:14:00
408,10179,21973,328.61,2024-01-01 18:54:00
409,14216,8705,178.54,2024-01-24 23:07:00
410,15581,20719,29.44,2024-02-02 19:16:00
411,17353,14984,225.74,2024-03-24 06:36:00
412,10695,12093,662.1,2024-02-02 19:04:00
413,11806,3597,171.84,2024-03-28 16:21:00
414,12517,22233,28.18,2024-01-16 02:27:00
415,16570,19170,48.54,2024-02-21 09:34:00
416,10363,128,50.15,2024-03-03 19:23:00
417,7890,8791,55.95,2024-02-22 08:59:00
418,7446,8310,34.7,2024-03-22 14:45:00
419,24134,19504,23.79,2024-03-23 20:25:00
420,9106,18275,120.64,2024-01-13 22:29:00
421,6458,20719,576.5,2024-01-24 08:01:00
422,9994,19300,50.98,2024-03-14 01:06:00
423,22251,19848,744.54,2024-03-07 22:15:00
424,6041,5130,47.14,2024-02-01 08:32:00
425,4916,10397,96.37,2024-02-16 09:00:00
426,15469,8814,538.34,2024-01-08 05:30:00
427,5122,24107,48.36,2024-01-02 05:59:00
428,2825,6041,5.04,2024-03-05 12:36:00
429,12123,11955,69.03,2024-01-02 22:20:00
430,11872,3359,114.32,2024-03-24 11:12:00
431,18071,18878,328.67,2024-03-28 23:10:00
432,14870,4021,21.5,2024-01-09 12:28:00
433,11923,15296,85.78,2024-02-17 22:25:00
434,16056,1867,106.37,2024-01-16 01:01:00
435,21673,19892,2590.25,2024-03-12 04:55:00
436,4520,13867,1415.63,2024-01-02 18:42:00
437,11430,21031,4.83,2024-03-19 08:16:00
438,21801,14064,43.97,2024-02-01 10:06:00
439,6711,17854,286.26,2024-02-10 00:29:00
440,16617,21037,79.92,2024-03-01 02:38:00
441,2551,20466,360.66,2024-03-30 09:01:00
442,13112,6955,1335.73,2024-01-02 09:57:00
443,9671,22549,154.44,2024-01-26 15:48:00
444,6518,11512,169.51,2024-03-10 14:36:00
445,5538,14747,483.2,2024-03-27 04:08:00
446,24184,17444,230.83,2024-01-07 13:16:00
447,10854,8125,4190.78,2024-03-29 23:26:00
448,1144,19664,120.8,2024-02-01 08:38:00
449,8360,6149,187.54,2024-03-11 21:38:00
450,18508,20182,144.78,2024-03-11 15:43:00
451,17114,23573,97.46,2024-01-30 00:32:00
452,19774,22711,689.33,2024-03-19 22:06:00
453,24743,11069,278.04,2024-01-16 21:30:00
454,16322,9420,271.07,2024-01-17 02:25:00
455,19722,2468,618.04,2024-02-19 19:49:00
456,11607,16496,106.17,2024-01-25 12:11:00
457,17925,2412,478.59,2024-02-25 01:44:00
458,13402,14145,31.69,2024-01-01 19:36:00
459,7597,12993,350.28,2024-02-20 00:58:00
460,10459,4162,149.72,2024-01-24 10:39:00
461,21332,24015,177.86,2024-01-04 09:21:00
462,12754,23243,1875.32,2024-01-28 02:25:00
463,12398,4444,658.33,2024-02-09 16:30:00
464,16753,21573,326.19,2024-02-17 00:09:00
465,7078,9872,24.74,2024-02-05 12:56:00
466,5565,6084,200.44,2024-03-28 10:42:00
467,21385,6121,22.71,2024-01-06 12:01:00
468,74,13,239.72,2024-01-25 06:01:00
469,20526,4182,463.21,2024-03-18 12:51:00
470,21007,19954,148.55,2024-01-18 09:09:00
471,1327,24749,19.32,2024-02-15 18:37:00
472,74,7996,49.91,2024-02-23 00:05:00
473,9792,4633,73.41,2024-03-14 19:58:00
474,15305,15764,48.57,2024-02-16 13:47:00
475,20157,19355,66.1,2024-02-11 05:49:00
476,310,3877,18.1,2024-02-15 00:58:00
477,3551,20435,85.38,2024-02-14 04:53:00
478,16078,221,61.23,2024-02-08 09:12:00
479,20291,8437,305.36,2024-03-03 22:38:00
480,18229,5506,274.73,2024-01-09 12:29:00
481,16078,2132,44.8,2024-01-08 01:41:00
482,6321,19140,16.72,2024-02-28 19:15:00
483,22032,18588,626.89,2024-01-31 22:14:00
484,4115,18560,60.36,2024-02-09 01:49:00
485,16985,12096,170.18,2024-03-04 07:09:00
486,15179,17813,5067.83,2024-01-21 12:25:00
487,9596,21174,143.97,2024-01-11 14:24:00
488,12991,24812,1020.62,2024-01-13 23:53:00
489,10311,20281,149.8,2024-02-19 13:50:00
490,4806,15324,48.33,2024-02-23 13:56:00
491,17264,3964,7.25,2024-03-23 18:53:00
492,20890,9595,25.19,2024-02-19 16:58:00
493,19905,9704,59.44,2024-01-30 13:01:00
494,7749,24244,2330.4,2024-01-07 01:05:00
495,14356,18980,74.89,2024-02-28 10:39:00
496,18735,16660,88.67,2024-03-18 17:33:00
497,18944,19947,26.67,2024-02-04 21:54:00
498,13886,3415,386.0,2024-03-15 04:18:00
499,7227,258,555.5,2024-02-26 05:18:00
500,672,4215,7561.86,2024-01-28 16:39:00
501,9539,3639,2050.27,2024-01-27 16:51:00
502,18146,14268,256.76,2024-01-14 20:21:00
503,17422,7403,279.0,2024-01-17 06:35:00
504,21690,16796,102.56,2024-03-17 13:03:00
505,11573,10105,20.21,2024-02-28 18:05:00
506,17244,19777,51.37,2024-02-20 03:50:00
507,18508,2852,78.45,2024-01-20 00:49:00
508,13656,19368,120.05,2024-03-30 11:59:00
509,23283,11103,59.72,2024-02-19 06:44:00
510,7429,1523,695.29,2024-02-02 09:31:00
511,6758,14891,12.05,2024-01-23 21:42:00
512,5744,8683,29.53,2024-01-21 00:05:00
513,6632,21157,799.46,2024-01-03 12:00:00
514,19573,11587,58.47,2024-02-21 19:40:00
515,17057,21549,279.1,2024-01-29 22:51:00
516,393,15194,120.35,2024-02-04 11:54:00
517,17686,22530,56.25,2024-01-31 20:33:00
518,14818,4390,286.78,2024-01-20 20:26:00
519,24520,10307,53.84,2024-03-11 02:17:00
520,24333,5290,680.58,2024-03-23 06:11:00
521,9786,17987,33.21,2024-03-13 21:46:00
522,13517,15949,6984.26,2024-03-07 11:19:00
523,515,14514,149.38,2024-03-14 05:29:00
524,11966,7321,319.63,2024-01-22 17:18:00
525,12786,8445,46.58,2024-02-29 16:21:00
526,17276,21673,2035.37,2024-01-23 22:14:00
527,6041,2942,101.1,2024-02-09 00:27:00
528,16583,23836,167.02,2024-03-20 00:40:00
529,428,8019,28.86,2024-03-02 01:52:00
530,4270,10828,194.05,2024-02-15 20:03:00
531,17695,11642,84.35,2024-01-01 19:30:00
532,21680,17387,882.24,2024-01-06 15:15:00
533,20277,4304,143.59,2024-01-20 07:35:00
534,18490,8093,53.7,2024-01-14 14:13:00
535,18817,6050,51.82,2024-03-18 00:17:00
536,10039,23028,16.7,2024-01-18 23:39:00
537,8908,12308,54.08,2024-01-18 13:42:00
538,16262,14346,1300.83,2024-01-16 11:15:00
539,16623,2174,620.78,2024-03-11 08:49:00
540,6206,11154,83.01,2024-03-03 22:26:00
541,8635,1862,331.47,2024-03-29 23:23:00
542,18840,23685,91.3,2024-02-27 12:30:00
543,11468,5252,455.61,2024-02-15 22:49:00
544,11645,22991,105.03,2024-03-16 04:34:00
545,21949,7451,32.8,2024-01-04 01:45:00
546,21971,8917,160.19,2024-02-19 19:31:00
547,19711,9471,244.87,2024-02-08 10:48:00
548,19083,15019,70.79,2024-02-03 11:43:00
549,3320,6235,8.84,2024-02-24 20:17:00
550,6880,11923,51.46,2024-03-27 23:48:00
551,4517,10109,75.18,2024-01-19 18:55:00
552,10609,6355,566.29,2024-01-07 23:00:00
553,19022,22333,54.33,2024-01-19 18:43:00
554,18450,11004,1006.19,2024-03-15 01:17:00
555,1586,16263,564.16,2024-03-19 10:36:00
556,8927,2030,65.93,2024-03-04 13:24:00
557,13213,21268,40.46,2024-03-25 12:10:00
